,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIS - Divulgação: Dezembro de 2024,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP,350380,Artur Nogueira,981,1.099,118,"12,0%",3.672,4.005,333,"9,1%",384,439,55,"14,3%",2.586,2.383,-203,"-7,8%",3.394,3.531,137,"4,0%",11.017,11.457,440,"4,0%"
,SP,350390,Arujá,217,148,-69,"-31,8%",11.036,11.741,705,"6,4%",1.232,1.079,-153,"-12,4%",7.825,7.863,38,"0,5%",9.601,11.022,1.421,"14,8%",29.911,31.853,1.942,"6,5%"
,SP,350395,Aspásia,26,23,-3,"-11,5%",2,1,-1,"-50,0%",7,1,-6,"-85,7%",16,28,12,"75,0%",175,169,-6,"-3,4%",227,222,-5,"-2,2%"
,SP,350400,Assis,269,283,14,"5,2%",2.188,2.176,-12,"-0,5%",1.508,1.528,20,"1,3%",8.498,8.698,200,"2,4%",12.173,16.836,4.663,"38,3%",24.636,29.521,4.885,"19,8%"
,SP,350410,Atibaia,1.686,1.686,0,"0,0%",12.008,12.482,474,"3,9%",1.534,1.842,308,"20,1%",11.173,11.189,16,"0,1%",20.491,22.314,1.823,"8,9%",46.892,49.513,2.621,"5,6%"
,SP,350420,Auriflama,203,218,15,"7,4%",715,734,19,"2,7%",165,137,-28,"-17,0%",819,816,-3,"-0,4%",830,916,86,"10,4%",2.732,2.821,89,"3,3%"
,SP,350430,Avaí,652,649,-3,"-0,5%",4,8,4,"100,0%",3,2,-1,"-33,3%",183,177,-6,"-3,3%",351,379,28,"8,0%",1.193,1.215,22,"1,8%"
,SP,350440,Avanhandava,113,197,84,"74,3%",1.067,1.211,144,"13,5%",36,40,4,"11,1%",286,290,4,"1,4%",564,815,251,"44,5%",2.066,2.553,487,"23,6%"
,SP,350450,Avaré,2.418,2.462,44,"1,8%",4.468,4.962,494,"11,1%",493,546,53,"10,8%",6.808,6.977,169,"2,5%",9.432,12.191,2.759,"29,3%",23.619,27.138,3.519,"14,9%"
,SP,350460,Bady Bassitt,100,99,-1,"-1,0%",955,993,38,"4,0%",955,362,-593,"-62,1%",1.005,1.074,69,"6,9%",2.561,2.864,303,"11,8%",5.576,5.392,-184,"-3,3%"
,SP,350470,Balbinos,15,12,-3,"-20,0%",30,44,14,"46,7%",0,0,0,#DIV/0!,9,8,-1,"-11,1%",246,542,296,"120,3%",300,606,306,"102,0%"
,SP,350480,Bálsamo,104,112,8,"7,7%",578,604,26,"4,5%",201,95,-106,"-52,7%",310,330,20,"6,5%",754,2.191,1.437,"190,6%",1.947,3.332,1.385,"71,1%"
,SP,350490,Bananal,253,227,-26,"-10,3%",472,513,41,"8,7%",88,113,25,"28,4%",238,225,-13,"-5,5%",750,769,19,"2,5%",1.801,1.847,46,"2,6%"
,SP,350500,Barão de Antonina,48,31,-17,"-35,4%",363,335,-28,"-7,7%",5,3,-2,"-40,0%",63,62,-1,"-1,6%",229,266,37,"16,2%",708,697,-11,"-1,6%"
,SP,350510,Barbosa,87,105,18,"20,7%",170,215,45,"26,5%",40,27,-13,"-32,5%",80,70,-10,"-12,5%",516,441,-75,"-14,5%",893,858,-35,"-3,9%"
,SP,350520,Bariri,2.212,1.244,-968,"-43,8%",3.577,3.544,-33,"-0,9%",132,138,6,"4,5%",1.992,2.278,286,"14,4%",2.807,2.803,-4,"-0,1%",10.720,10.007,-713,"-6,7%"
,SP,350530,Barra Bonita,176,198,22,"12,5%",5.063,5.240,177,"3,5%",164,480,316,"192,7%",2.305,2.207,-98,"-4,3%",4.299,4.251,-48,"-1,1%",12.007,12.376,369,"3,1%"
,SP,350535,Barra do Chapéu,169,139,-30,"-17,8%",10,9,-1,"-10,0%",5,7,2,"40,0%",61,62,1,"1,6%",256,228,-28,"-10,9%",506,445,-61,"-12,1%"
,SP,350540,Barra do Turvo,79,69,-10,"-12,7%",38,54,16,"42,1%",22,12,-10,"-45,5%",187,173,-14,"-7,5%",514,530,16,"3,1%",840,838,-2,"-0,2%"
,SP,350550,Barretos,2.520,2.603,83,"3,3%",7.287,6.355,-932,"-12,8%",1.439,1.615,176,"12,2%",7.446,7.576,130,"1,7%",18.969,21.962,2.993,"15,8%",37.661,40.111,2.450,"6,5%"
,SP,350560,Barrinha,57,55,-2,"-3,5%",312,290,-22,"-7,1%",1.565,1.716,151,"9,6%",1.278,1.865,587,"45,9%",2.007,1.789,-218,"-10,9%",5.219,5.715,496,"9,5%"
,SP,350570,Barueri,144,102,-42,"-29,2%",27.460,28.194,734,"2,7%",18.857,20.197,1.340,"7,1%",47.323,51.337,4.014,"8,5%",273.655,278.046,4.391,"1,6%",367.439,377.876,10.437,"2,8%"
,SP,350580,Bastos,2.685,2.606,-79,"-2,9%",1.246,1.491,245,"19,7%",56,67,11,"19,6%",1.133,1.093,-40,"-3,5%",1.851,1.962,111,"6,0%",6.971,7.219,248,"3,6%"
,SP,350590,Batatais,780,785,5,"0,6%",6.348,6.589,241,"3,8%",322,315,-7,"-2,2%",3.844,3.950,106,"2,8%",5.559,5.985,426,"7,7%",16.853,17.624,771,"4,6%"
,SP,350600,Bauru,830,942,112,"13,5%",16.111,16.270,159,"1,0%",14.831,20.483,5.652,"38,1%",30.455,29.781,-674,"-2,2%",78.269,83.245,4.976,"6,4%",140.514,150.721,10.207,"7,3%"
,SP,350610,Bebedouro,6.780,5.792,-988,"-14,6%",3.300,3.594,294,"8,9%",936,944,8,"0,9%",7.973,8.213,240,"3,0%",10.582,12.271,1.689,"16,0%",29.571,30.814,1.243,"4,2%"
,SP,350620,Bento de Abreu,65,71,6,"9,2%",612,676,64,"10,5%",0,0,0,#DIV/0!,13,18,5,"38,5%",300,360,60,"20,0%",990,1.125,135,"13,6%"
,SP,350630,Bernardino de Campos,335,385,50,"14,9%",1.201,1.101,-100,"-8,3%",23,66,43,"187,0%",385,341,-44,"-11,4%",1.375,2.108,733,"53,3%",3.319,4.001,682,"20,5%"
,SP,350635,Bertioga,34,8,-26,"-76,5%",296,657,361,"122,0%",836,895,59,"7,1%",4.283,4.673,390,"9,1%",10.479,11.323,844,"8,1%",15.928,17.556,1.628,"10,2%"
,SP,350640,Bilac,80,73,-7,"-8,8%",571,540,-31,"-5,4%",81,16,-65,"-80,2%",461,441,-20,"-4,3%",679,862,183,"27,0%",1.872,1.932,60,"3,2%"
,SP,350650,Birigui,752,758,6,"0,8%",13.898,13.619,-279,"-2,0%",881,783,-98,"-11,1%",7.494,7.637,143,"1,9%",9.996,12.616,2.620,"26,2%",33.022,35.413,2.391,"7,2%"
,SP,350660,Biritiba Mirim,1.122,1.104,-18,"-1,6%",261,285,24,"9,2%",24,25,1,"4,2%",1.308,1.236,-72,"-5,5%",1.512,1.945,433,"28,6%",4.227,4.595,368,"8,7%"
,SP,350670,Boa Esperança do Sul,1.283,1.423,140,"10,9%",270,282,12,"4,4%",72,58,-14,"-19,4%",346,332,-14,"-4,0%",1.097,1.238,141,"12,9%",3.068,3.333,265,"8,6%"
,SP,350680,Bocaina,262,273,11,"4,2%",2.121,2.258,137,"6,5%",5,1,-4,"-80,0%",327,293,-34,"-10,4%",962,1.003,41,"4,3%",3.677,3.828,151,"4,1%"
,SP,350690,Bofete,736,774,38,"5,2%",188,218,30,"16,0%",12,100,88,"733,3%",211,209,-2,"-0,9%",694,628,-66,"-9,5%",1.841,1.929,88,"4,8%"
,SP,350700,Boituva,499,490,-9,"-1,8%",9.784,10.728,944,"9,6%",866,781,-85,"-9,8%",3.711,3.799,88,"2,4%",8.215,7.777,-438,"-5,3%",23.075,23.575,500,"2,2%"
,SP,350710,Bom Jesus dos Perdões,60,47,-13,"-21,7%",3.150,3.515,365,"11,6%",56,46,-10,"-17,9%",1.079,1.146,67,"6,2%",1.860,1.915,55,"3,0%",6.205,6.669,464,"7,5%"
,SP,350715,Bom Sucesso de Itararé,211,190,-21,"-10,0%",100,133,33,"33,0%",2,8,6,"300,0%",72,69,-3,"-4,2%",339,351,12,"3,5%",724,751,27,"3,7%"
,SP,350720,Borá,25,25,0,"0,0%",914,929,15,"1,6%",0,0,0,#DIV/0!,5,6,1,"20,0%",146,147,1,"0,7%",1.090,1.107,17,"1,6%"
,SP,350730,Boracéia,297,347,50,"16,8%",568,612,44,"7,7%",2,3,1,"50,0%",566,645,79,"14,0%",358,377,19,"5,3%",1.791,1.984,193,"10,8%"
,SP,350740,Borborema,343,414,71,"20,7%",701,744,43,"6,1%",14,31,17,"121,4%",914,918,4,"0,4%",1.108,1.207,99,"8,9%",3.080,3.314,234,"7,6%"
,SP,350745,Borebi,393,412,19,"4,8%",102,68,-34,"-33,3%",1,0,-1,"-100,0%",37,35,-2,"-5,4%",232,262,30,"12,9%",765,777,12,"1,6%"
,SP,350750,Botucatu,2.541,2.730,189,"7,4%",11.569,11.778,209,"1,8%",1.142,1.229,87,"7,6%",8.628,8.651,23,"0,3%",20.577,24.808,4.231,"20,6%",44.461,49.196,4.735,"10,6%"
,SP,350760,Bragança Paulista,1.646,1.612,-34,"-2,1%",12.988,13.762,774,"6,0%",2.938,3.110,172,"5,9%",10.940,11.164,224,"2,0%",21.832,27.367,5.535,"25,4%",50.344,57.015,6.671,"13,3%"
,SP,350770,Braúna,75,72,-3,"-4,0%",68,58,-10,"-14,7%",5,3,-2,"-40,0%",112,107,-5,"-4,5%",239,291,52,"21,8%",499,531,32,"6,4%"
,SP,350775,Brejo Alegre,158,148,-10,"-6,3%",2,13,11,"550,0%",0,0,0,#DIV/0!,50,54,4,"8,0%",219,257,38,"17,4%",429,472,43,"10,0%"
,SP,350780,Brodowski,227,234,7,"3,1%",1.260,1.270,10,"0,8%",610,587,-23,"-3,8%",1.487,1.712,225,"15,1%",2.492,2.553,61,"2,4%",6.076,6.356,280,"4,6%"
,SP,350790,Brotas,1.668,1.505,-163,"-9,8%",1.504,1.612,108,"7,2%",122,150,28,"23,0%",1.384,1.411,27,"2,0%",3.012,3.119,107,"3,6%",7.690,7.797,107,"1,4%"
,SP,350800,Buri,2.672,2.032,-640,"-24,0%",538,672,134,"24,9%",69,52,-17,"-24,6%",1.002,913,-89,"-8,9%",1.478,1.549,71,"4,8%",5.759,5.218,-541,"-9,4%"
,SP,350810,Buritama,301,156,-145,"-48,2%",546,1.361,815,"149,3%",85,86,1,"1,2%",695,684,-11,"-1,6%",1.310,1.349,39,"3,0%",2.937,3.636,699,"23,8%"
,SP,350820,Buritizal,160,201,41,"25,6%",1.097,1.105,8,"0,7%",30,13,-17,"-56,7%",125,114,-11,"-8,8%",390,418,28,"7,2%",1.802,1.851,49,"2,7%"
,SP,350830,Cabrália Paulista,343,367,24,"7,0%",212,222,10,"4,7%",8,6,-2,"-25,0%",122,112,-10,"-8,2%",261,410,149,"57,1%",946,1.117,171,"18,1%"
,SP,350840,Cabreúva,573,571,-2,"-0,3%",8.535,8.878,343,"4,0%",325,269,-56,"-17,2%",3.405,3.866,461,"13,5%",5.097,5.699,602,"11,8%",17.935,19.283,1.348,"7,5%"
,SP,350850,Caçapava,352,313,-39,"-11,1%",8.236,8.237,1,"0,0%",1.727,1.113,-614,"-35,6%",4.425,4.631,206,"4,7%",8.598,8.582,-16,"-0,2%",23.338,22.876,-462,"-2,0%"
,SP,350860,Cachoeira Paulista,187,199,12,"6,4%",326,309,-17,"-5,2%",290,287,-3,"-1,0%",918,918,0,"0,0%",3.752,3.800,48,"1,3%",5.473,5.513,40,"0,7%"
,SP,350870,Caconde,626,608,-18,"-2,9%",87,89,2,"2,3%",51,38,-13,"-25,5%",496,540,44,"8,9%",1.130,1.210,80,"7,1%",2.390,2.485,95,"4,0%"
,SP,350880,Cafelândia,452,432,-20,"-4,4%",1.984,2.045,61,"3,1%",42,36,-6,"-14,3%",615,625,10,"1,6%",1.273,1.425,152,"11,9%",4.366,4.563,197,"4,5%"
,SP,350890,Caiabu,28,30,2,"7,1%",14,7,-7,"-50,0%",17,11,-6,"-35,3%",40,42,2,"5,0%",308,352,44,"14,3%",407,442,35,"8,6%"
,SP,350900,Caieiras,40,41,1,"2,5%",8.164,9.563,1.399,"17,1%",1.003,581,-422,"-42,1%",4.819,4.685,-134,"-2,8%",9.823,15.410,5.587,"56,9%",23.849,30.280,6.431,"27,0%"
,SP,350910,Caiuá,152,164,12,"7,9%",10,7,-3,"-30,0%",4,4,0,"0,0%",51,47,-4,"-7,8%",354,801,447,"126,3%",571,1.023,452,"79,2%"
,SP,350920,Cajamar,24,13,-11,"-45,8%",13.010,13.107,97,"0,7%",1.590,1.757,167,"10,5%",9.077,10.715,1.638,"18,0%",28.516,30.325,1.809,"6,3%",52.220,55.917,3.697,"7,1%"
,SP,350925,Cajati,906,923,17,"1,9%",632,1.451,819,"129,6%",1.063,1.063,0,"0,0%",1.870,1.062,-808,"-43,2%",2.999,2.968,-31,"-1,0%",7.470,7.467,-3,"0,0%"
,SP,350930,Cajobi,393,398,5,"1,3%",70,100,30,"42,9%",31,32,1,"3,2%",233,221,-12,"-5,2%",887,990,103,"11,6%",1.614,1.741,127,"7,9%"
,SP,350940,Cajuru,676,707,31,"4,6%",1.350,1.445,95,"7,0%",300,299,-1,"-0,3%",1.059,1.069,10,"0,9%",2.390,2.485,95,"4,0%",5.776,6.005,229,"4,0%"
,SP,350945,Campina do Monte Alegre,185,163,-22,"-11,9%",149,155,6,"4,0%",1,0,-1,"-100,0%",158,161,3,"1,9%",352,412,60,"17,0%",845,891,46,"5,4%"
,SP,350950,Campinas,1.739,1.818,79,"4,5%",43.680,48.529,4.849,"11,1%",22.271,23.582,1.311,"5,9%",91.496,92.443,947,"1,0%",274.620,293.762,19.142,"7,0%",433.812,460.134,26.322,"6,1%"
,SP,350960,Campo Limpo Paulista,144,164,20,"13,9%",4.727,4.668,-59,"-1,2%",279,294,15,"5,4%",2.767,2.854,87,"3,1%",5.440,5.508,68,"1,3%",13.357,13.488,131,"1,0%"
,SP,350970,Campos do Jordão,26,27,1,"3,8%",837,1.005,168,"20,1%",396,302,-94,"-23,7%",3.139,3.240,101,"3,2%",9.859,10.142,283,"2,9%",14.257,14.716,459,"3,2%"
,SP,350980,Campos Novos Paulista,325,325,0,"0,0%",123,130,7,"5,7%",10,10,0,"0,0%",116,111,-5,"-4,3%",299,346,47,"15,7%",873,922,49,"5,6%"
,SP,350990,Cananéia,154,157,3,"1,9%",63,52,-11,"-17,5%",11,6,-5,"-45,5%",297,257,-40,"-13,5%",1.216,1.266,50,"4,1%",1.741,1.738,-3,"-0,2%"
,SP,350995,Canas,25,31,6,"24,0%",381,362,-19,"-5,0%",58,43,-15,"-25,9%",195,141,-54,"-27,7%",481,480,-1,"-0,2%",1.140,1.057,-83,"-7,3%"
,SP,351000,Cândido Mota,352,370,18,"5,1%",2.508,2.532,24,"1,0%",108,200,92,"85,2%",1.866,1.920,54,"2,9%",2.166,2.439,273,"12,6%",7.000,7.461,461,"6,6%"
,SP,351010,Cândido Rodrigues,202,212,10,"5,0%",149,169,20,"13,4%",6,16,10,"166,7%",148,172,24,"16,2%",254,257,3,"1,2%",759,826,67,"8,8%"
,SP,351015,Canitar,16,14,-2,"-12,5%",137,134,-3,"-2,2%",27,12,-15,"-55,6%",43,59,16,"37,2%",315,290,-25,"-7,9%",538,509,-29,"-5,4%"
,SP,351020,Capão Bonito,2.145,2.163,18,"0,8%",824,975,151,"18,3%",211,244,33,"15,6%",2.555,2.381,-174,"-6,8%",3.683,4.569,886,"24,1%",9.418,10.332,914,"9,7%"
,SP,351030,Capela do Alto,2.266,1.820,-446,"-19,7%",472,575,103,"21,8%",130,205,75,"57,7%",914,968,54,"5,9%",1.151,1.540,389,"33,8%",4.933,5.108,175,"3,5%"
,SP,351040,Capivari,542,568,26,"4,8%",6.582,6.778,196,"3,0%",345,392,47,"13,6%",2.955,2.965,10,"0,3%",5.573,8.920,3.347,"60,1%",15.997,19.623,3.626,"22,7%"
,SP,351050,Caraguatatuba,103,126,23,"22,3%",908,1.058,150,"16,5%",2.749,2.534,-215,"-7,8%",8.925,9.202,277,"3,1%",17.292,21.195,3.903,"22,6%",29.977,34.115,4.138,"13,8%"
,SP,351060,Carapicuíba,73,76,3,"4,1%",4.848,5.082,234,"4,8%",2.413,2.842,429,"17,8%",11.994,11.197,-797,"-6,6%",20.449,27.978,7.529,"36,8%",39.777,47.175,7.398,"18,6%"
,SP,351070,Cardoso,346,366,20,"5,8%",74,66,-8,"-10,8%",43,25,-18,"-41,9%",289,284,-5,"-1,7%",762,776,14,"1,8%",1.514,1.517,3,"0,2%"
,SP,351080,Casa Branca,2.446,2.553,107,"4,4%",959,1.026,67,"7,0%",102,111,9,"8,8%",1.619,1.391,-228,"-14,1%",2.331,3.111,780,"33,5%",7.457,8.192,735,"9,9%"
,SP,351090,Cássia dos Coqueiros,213,198,-15,"-7,0%",6,2,-4,"-66,7%",11,7,-4,"-36,4%",56,52,-4,"-7,1%",233,321,88,"37,8%",519,580,61,"11,8%"
,SP,351100,Castilho,253,193,-60,"-23,7%",1.463,1.522,59,"4,0%",686,159,-527,"-76,8%",628,632,4,"0,6%",1.353,1.467,114,"8,4%",4.383,3.973,-410,"-9,4%"
,SP,351110,Catanduva,924,847,-77,"-8,3%",9.507,9.851,344,"3,6%",1.811,2.101,290,"16,0%",9.824,9.776,-48,"-0,5%",21.396,23.505,2.109,"9,9%",43.463,46.080,2.617,"6,0%"
,SP,351120,Catiguá,112,87,-25,"-22,3%",44,44,0,"0,0%",48,63,15,"31,3%",185,181,-4,"-2,2%",380,425,45,"11,8%",769,800,31,"4,0%"
,SP,351130,Cedral,153,147,-6,"-3,9%",1.312,1.487,175,"13,3%",76,106,30,"39,5%",855,806,-49,"-5,7%",2.726,1.353,-1.373,"-50,4%",5.122,3.899,-1.223,"-23,9%"
,SP,351140,Cerqueira César,1.017,1.093,76,"7,5%",1.550,1.737,187,"12,1%",21,11,-10,"-47,6%",867,763,-104,"-12,0%",1.601,2.075,474,"29,6%",5.056,5.679,623,"12,3%"
,SP,351150,Cerquilho,957,999,42,"4,4%",6.498,6.527,29,"0,4%",371,412,41,"11,1%",2.316,2.404,88,"3,8%",3.630,3.741,111,"3,1%",13.772,14.083,311,"2,3%"
,SP,351160,Cesário Lange,506,533,27,"5,3%",1.203,1.196,-7,"-0,6%",52,58,6,"11,5%",796,872,76,"9,5%",5.262,5.185,-77,"-1,5%",7.819,7.844,25,"0,3%"
,SP,351170,Charqueada,248,275,27,"10,9%",774,812,38,"4,9%",133,255,122,"91,7%",487,471,-16,"-3,3%",1.132,1.274,142,"12,5%",2.774,3.087,313,"11,3%"
,SP,351190,Clementina,57,61,4,"7,0%",570,515,-55,"-9,6%",3,126,123,"4100,0%",156,162,6,"3,8%",518,519,1,"0,2%",1.304,1.383,79,"6,1%"
,SP,351200,Colina,676,628,-48,"-7,1%",3.166,2.971,-195,"-6,2%",125,92,-33,"-26,4%",716,771,55,"7,7%",3.021,3.250,229,"7,6%",7.704,7.712,8,"0,1%"
,SP,351210,Colômbia,2.464,3.207,743,"30,2%",850,922,72,"8,5%",15,52,37,"246,7%",126,146,20,"15,9%",575,696,121,"21,0%",4.030,5.023,993,"24,6%"
,SP,351220,Conchal,939,843,-96,"-10,2%",2.180,2.099,-81,"-3,7%",120,148,28,"23,3%",1.428,1.315,-113,"-7,9%",1.882,2.087,205,"10,9%",6.549,6.492,-57,"-0,9%"
,SP,351230,Conchas,461,435,-26,"-5,6%",880,916,36,"4,1%",9,16,7,"77,8%",714,643,-71,"-9,9%",1.594,1.768,174,"10,9%",3.658,3.778,120,"3,3%"
,SP,351240,Cordeirópolis,325,300,-25,"-7,7%",5.735,5.801,66,"1,2%",128,169,41,"32,0%",2.090,1.901,-189,"-9,0%",3.440,3.525,85,"2,5%",11.718,11.696,-22,"-0,2%"
,SP,351250,Coroados,157,159,2,"1,3%",614,633,19,"3,1%",7,21,14,"200,0%",137,114,-23,"-16,8%",328,361,33,"10,1%",1.243,1.288,45,"3,6%"
,SP,351260,Coronel Macedo,242,293,51,"21,1%",253,266,13,"5,1%",55,45,-10,"-18,2%",53,58,5,"9,4%",287,327,40,"13,9%",890,989,99,"11,1%"
,SP,351270,Corumbataí,269,255,-14,"-5,2%",216,195,-21,"-9,7%",18,13,-5,"-27,8%",319,312,-7,"-2,2%",450,459,9,"2,0%",1.272,1.234,-38,"-3,0%"
,SP,351280,Cosmópolis,103,103,0,"0,0%",3.351,3.491,140,"4,2%",698,685,-13,"-1,9%",2.034,2.138,104,"5,1%",4.850,4.816,-34,"-0,7%",11.036,11.233,197,"1,8%"
,SP,351290,Cosmorama,210,217,7,"3,3%",1.533,1.828,295,"19,2%",82,30,-52,"-63,4%",216,231,15,"6,9%",638,587,-51,"-8,0%",2.679,2.893,214,"8,0%"
,SP,351300,Cotia,354,367,13,"3,7%",21.605,23.335,1.730,"8,0%",4.622,4.734,112,"2,4%",21.534,20.431,-1.103,"-5,1%",38.828,42.592,3.764,"9,7%",86.943,91.459,4.516,"5,2%"
,SP,351310,Cravinhos,779,1.167,388,"49,8%",5.453,5.668,215,"3,9%",182,164,-18,"-9,9%",2.147,2.133,-14,"-0,7%",3.652,3.836,184,"5,0%",12.213,12.968,755,"6,2%"
,SP,351320,Cristais Paulista,799,876,77,"9,6%",351,364,13,"3,7%",5,10,5,"100,0%",255,270,15,"5,9%",464,563,99,"21,3%",1.874,2.083,209,"11,2%"
,SP,351330,Cruzália,62,80,18,"29,0%",36,47,11,"30,6%",7,5,-2,"-28,6%",83,82,-1,"-1,2%",233,248,15,"6,4%",421,462,41,"9,7%"
,SP,351340,Cruzeiro,125,140,15,"12,0%",8.319,7.913,-406,"-4,9%",643,526,-117,"-18,2%",3.383,3.674,291,"8,6%",6.634,7.413,779,"11,7%",19.104,19.666,562,"2,9%"
,SP,351350,Cubatão,0,0,0,#DIV/0!,9.252,9.206,-46,"-0,5%",2.478,2.952,474,"19,1%",3.485,3.468,-17,"-0,5%",15.063,15.726,663,"4,4%",30.289,31.352,1.063,"3,5%"
,SP,351360,Cunha,481,485,4,"0,8%",244,271,27,"11,1%",28,28,0,"0,0%",574,614,40,"7,0%",1.282,1.345,63,"4,9%",2.609,2.743,134,"5,1%"
,SP,351370,Descalvado,1.295,1.588,293,"22,6%",3.578,3.601,23,"0,6%",860,1.067,207,"24,1%",2.046,1.914,-132,"-6,5%",3.611,3.870,259,"7,2%",11.390,12.040,650,"5,7%"
,SP,351380,Diadema,0,1,1,#DIV/0!,40.286,41.051,765,"1,9%",3.685,4.138,453,"12,3%",20.729,20.355,-374,"-1,8%",32.270,38.724,6.454,"20,0%",96.972,104.269,7.297,"7,5%"
,SP,351385,Dirce Reis,33,97,64,"193,9%",123,127,4,"3,3%",0,0,0,#DIV/0!,12,10,-2,"-16,7%",167,197,30,"18,0%",335,431,96,"28,7%"
,SP,351390,Divinolândia,190,283,93,"48,9%",139,158,19,"13,7%",51,45,-6,"-11,8%",738,724,-14,"-1,9%",1.603,1.891,288,"18,0%",2.721,3.101,380,"14,0%"
,SP,351400,Dobrada,50,48,-2,"-4,0%",271,293,22,"8,1%",16,10,-6,"-37,5%",114,108,-6,"-5,3%",405,434,29,"7,2%",856,893,37,"4,3%"
,SP,351410,Dois Córregos,655,727,72,"11,0%",1.580,1.607,27,"1,7%",98,96,-2,"-2,0%",1.064,1.036,-28,"-2,6%",2.191,2.408,217,"9,9%",5.588,5.874,286,"5,1%"
,SP,351420,Dolcinópolis,32,42,10,"31,3%",41,38,-3,"-7,3%",3,2,-1,"-33,3%",25,21,-4,"-16,0%",195,207,12,"6,2%",296,310,14,"4,7%"
,SP,351430,Dourado,530,439,-91,"-17,2%",215,1.439,1.224,"569,3%",27,21,-6,"-22,2%",1.479,373,-1.106,"-74,8%",1.093,1.010,-83,"-7,6%",3.344,3.282,-62,"-1,9%"
,SP,351440,Dracena,226,232,6,"2,7%",1.549,1.660,111,"7,2%",413,326,-87,"-21,1%",3.831,4.139,308,"8,0%",6.591,7.390,799,"12,1%",12.610,13.747,1.137,"9,0%"
,SP,351450,Duartina,280,284,4,"1,4%",519,490,-29,"-5,6%",144,149,5,"3,5%",523,502,-21,"-4,0%",1.084,1.142,58,"5,4%",2.550,2.567,17,"0,7%"
,SP,351460,Dumont,395,636,241,"61,0%",944,798,-146,"-15,5%",62,46,-16,"-25,8%",426,360,-66,"-15,5%",628,626,-2,"-0,3%",2.455,2.466,11,"0,4%"
,SP,351470,Echaporã,243,238,-5,"-2,1%",208,276,68,"32,7%",34,29,-5,"-14,7%",213,217,4,"1,9%",443,424,-19,"-4,3%",1.141,1.184,43,"3,8%"
,SP,351480,Eldorado,1.214,1.211,-3,"-0,2%",121,150,29,"24,0%",14,9,-5,"-35,7%",263,262,-1,"-0,4%",993,1.054,61,"6,1%",2.605,2.686,81,"3,1%"
,SP,351490,Elias Fausto,266,263,-3,"-1,1%",3.871,4.115,244,"6,3%",124,93,-31,"-25,0%",628,473,-155,"-24,7%",1.209,1.451,242,"20,0%",6.098,6.395,297,"4,9%"
,SP,351492,Elisiário,269,241,-28,"-10,4%",47,47,0,"0,0%",32,1,-31,"-96,9%",73,63,-10,"-13,7%",237,273,36,"15,2%",658,625,-33,"-5,0%"
,SP,351495,Embaúba,47,29,-18,"-38,3%",74,70,-4,"-5,4%",0,0,0,#DIV/0!,32,38,6,"18,8%",211,229,18,"8,5%",364,366,2,"0,5%"
,SP,351500,Embu das Artes,36,36,0,"0,0%",11.321,11.920,599,"5,3%",1.706,1.576,-130,"-7,6%",11.351,12.180,829,"7,3%",26.029,27.860,1.831,"7,0%",50.443,53.572,3.129,"6,2%"
,SP,351510,Embu-Guaçu,155,176,21,"13,5%",3.371,3.332,-39,"-1,2%",129,253,124,"96,1%",2.397,2.577,180,"7,5%",2.788,3.251,463,"16,6%",8.840,9.589,749,"8,5%"
,SP,351512,Emilianópolis,66,78,12,"18,2%",22,24,2,"9,1%",3,15,12,"400,0%",41,41,0,"0,0%",232,220,-12,"-5,2%",364,378,14,"3,8%"
,SP,351515,Engenheiro Coelho,558,502,-56,"-10,0%",1.379,1.399,20,"1,5%",25,24,-1,"-4,0%",742,651,-91,"-12,3%",2.194,2.237,43,"2,0%",4.898,4.813,-85,"-1,7%"
,SP,351518,Espírito Santo do Pinhal,1.320,1.336,16,"1,2%",6.364,6.119,-245,"-3,8%",235,136,-99,"-42,1%",1.992,2.040,48,"2,4%",4.162,4.566,404,"9,7%",14.073,14.197,124,"0,9%"
,SP,351519,Espírito Santo do Turvo,291,394,103,"35,4%",7,5,-2,"-28,6%",6,8,2,"33,3%",83,99,16,"19,3%",272,322,50,"18,4%",659,828,169,"25,6%"
,SP,351520,Estrela d'Oeste,301,293,-8,"-2,7%",2.454,2.418,-36,"-1,5%",24,55,31,"129,2%",338,356,18,"5,3%",1.018,1.076,58,"5,7%",4.135,4.198,63,"1,5%"
,SP,351530,Estrela do Norte,43,43,0,"0,0%",4,3,-1,"-25,0%",6,17,11,"183,3%",32,33,1,"3,1%",367,340,-27,"-7,4%",452,436,-16,"-3,5%"
,SP,351535,Euclides da Cunha Paulista,100,96,-4,"-4,0%",26,27,1,"3,8%",16,26,10,"62,5%",120,125,5,"4,2%",492,509,17,"3,5%",754,783,29,"3,8%"
,SP,351540,Fartura,523,543,20,"3,8%",1.241,1.234,-7,"-0,6%",52,79,27,"51,9%",744,686,-58,"-7,8%",1.420,1.506,86,"6,1%",3.980,4.048,68,"1,7%"
